2Cor.12.11	I am become a foole in boasting my selfe. Ye haue compelled me: for I ought to haue bene commended of you. For in nothynge was I inferior vnto the chefe apostles, though I be nothing,
2Cor.12.12	yet the tokens of an apostle were wrought amonge you with all pacyence, and signes and wonders, and myghty dedes.
2Cor.12.13	For what is it, wherin ye were inferyors vnto other congregacions, except it be herin, that I was not chargeable vnto you. Forgeue me thys wronge.
2Cor.12.14	Beholde, nowe the thyrde tyme I am ready to come vnto you: and yet wyll I not be chargeable vnto you. For I seke not youres, but you. For the chyldren ought not to laye vp for the fathers and mothers, but the fathers and mothers for the chyldren.
2Cor.12.15	I wyll very gladly bestowe, and wylbe bestowed for youre soules, though the more I loue you; the lesse I am loued agayn.
2Cor.12.16	But be it, that I was not chargeable vnto you: neuertheles, when I was crafty, I toke you with gyle.
2Cor.12.17	Dyd I pyll you by any of them, whom I sent vnto you?
2Cor.12.18	I desyred Titus, Ꟶ with hym I sent a brother. Dyd Titus defraude you of any thyng? walked we not in one sprete? Walked we not in lyke steppes?
2Cor.12.19	Agayne, thynke you that we excuse our selues vnto you? we spake in Christ in the syght of of God: but we do all thinges (dearly beloued) for youre edifyinge.
2Cor.12.20	For I feare, lest it come to passe, that yf I come, I shall not fynde you soch as I wolde: Ꟶ that I shalbe founde vnto you soch as ye wolde not. I feare, lest ther be amonge you debates, enuyinges, wrath, stryfes, bakbytynges, whysperinges, swellynges, Ꟶ sedicyons
2Cor.12.21	And that when I come agayne, God brynge me lowe amonge you, and I be constrayned to bewayle many of them which haue synned allready, Ꟶ haue not repented of the vncleanes, fornicacyon, and wantonnes, whiche they haue commytted.
2Cor.13.1	Nowe come I the thyrd tyme vnto you: in the mouth of two or thre witnesses shal euery worde be stablysshed.
2Cor.13.2	I tolde you before, Ꟶ tell you before: and as I sayd when I was present with you the seconde tyme, so wryte I nowe beynge absent, to them which in tyme past haue synned, Ꟶ to all other: that yf I come agayne, I wyll not spare,
2Cor.13.3	seynge that ye seke experience of Christ which speaketh in me, which among you is not weake but is myghtye in you.
2Cor.13.4	For though he was crucifyed in weaknes, yet liueth he thorowe the power of God. And we (no doute) are weake in hym: but we shall lyue with hym: by the myght of God amonge you.
2Cor.13.5	Examen your selues, whether ye are in the fayth or not. Proue youre awne selues. Knowe ye not your awne selues, howe that Iesus Christ is in you? excepte ye be castawayes,
2Cor.13.6	I trust ye shall knowe that we are not castawayes.
2Cor.13.7	I desyre before God that ye do none euyll, not that we shulde seme commendable: but that ye shuld do that which is honeste: Ꟶ let vs be counted as castawayes.
2Cor.13.8	We can do nothinge agaynst the trueth: but for the trueth.
2Cor.13.9	We are glad when we ar weake, and ye stronge. This also we wysshe for, euen youre perfectnesse.
2Cor.13.10	Therfore wryte I these thinges beynge absent, lest whan I am present, I shulde vse sharpenesse, accordynge to to the power which the Lorde hath geuen me to edifye, and not to destroye.
2Cor.13.11	Finallye brethren, fare ye well, be parfect, be of good conforte, be of one mynde, lyue in peace, and the God of loue and peace shalbe with you.
2Cor.13.12	Grete one another in an holy kysse.
2Cor.13.13	All the saynctes salute you.
2Cor.13.14	The grace of oure Lord Iesus Christ, and the loue of God, and the felyshyppe of the holy ghost be with you all. Amen.
2Cor.0.0	¶ The ende of the seconde epistle to the Corinthyans.
2Cor.0.0	¶ Sent from Philippos a cytie in Macedonia, by Titus and Lucas.
