Dan.6.7	All the greate estates of the realme: as the Prynces, Dukes, Senatours and Iudges, are determed to put oute a commaundement of the kynge, Ꟶ to make a sure statute: namely, that whoso desyreth any peticyon, ether of any God or man (within this .xxx. dayes) excepte it be onely of the, O kynge: the same person may be cast into the Lyons denne.
Dan.6.8	Wherfore, O kyng, confyrme thou this statute, and make a wrytinge: that the thing which the Medes and Perses haue ordeyned be not altered ner broken.
Dan.6.9	So Darius made the wrytinge, and confyrmed it.
Dan.6.10	Nowe when Daniel vnderstode that the wrytinge was made, he wente into hys house: and the windowes of his wall towarde Ierusalem stode open. There kneled he downe vpon hys knees, thre tymes a daye: there he made hys peticyon, and praysed hys God, lyke as hys maner was to do afore tyme.
Dan.6.11	Then these men made searche, and founde Daniel makynge hys peticyon, Ꟶ prayinge vnto hys God.
Dan.6.12	So they came to the kynge, Ꟶ spake before him concernynge his commaundement, sayinge: O kyng, hast thou not subscribed the statute, that within .xxx. dayes who so requyreth his peticion of any God or man but onely of thy selfe, O kynge: he shalbe cast into the denne of the Lyons? The kynge answered, and sayde: yee, it is true. It must be as a lawe of the Medes Ꟶ Perses, that maye not be broken.
Dan.6.13	Then answered they, and sayde vnto the kynge: Daniel one of the presoners of Iuda O kyng, regardeth nether the, ner thy statute, that thou hast made, but maketh his peticyon thre tymes a daye.
Dan.6.14	When the kynge hearde these wordes, he was sore greued, and wolde haue excused Daniel, to delyuer hym, and put of the matter, vnto the Sunne went downe, to the intent that he myght saue hym:
Dan.6.15	These men perceauyng the kynges mynde, sayde vnto him: knowe this (O kynge) that the lawe of the Medes and Perses is, that the commaundement Ꟶ statute which the kynge maketh, maye not be altered.
Dan.6.16	Then the king bad them brynge Daniel, and they cast hym into the Lyons denne. The kynge also spake vnto Daniel, and sayde: thy God, whom thou alwaye seruest, euen he shall defende the.
Dan.6.17	And there was brought a stone, and layed vpon the hole of the denne: this the kyng sealed with his awne rynge, and with the sygnet of hys prynces: that the kynges commaundement concernynge Daniel, shulde not be broken.
Dan.6.18	So the kynge wente into hys palace, and eate no meate that nyght nether was there any mynstrelsy brought in before hym, nether coulde he take any slepe.
Dan.6.19	But by tymes in the mornynge at the breake of the daye, the kynge arose, and wente in all haste vnto the denne of the Lyons.
Dan.6.20	Nowe as he came nye vnto the denne, he cried with a piteous voyce vnto Daniel: yee, the kynge spake, and sayde vnto Daniel: O Daniel, thou seruaunt of the lyuinge God, is not thy God (whom thou alwaye seruest) able to delyuer the from the lyons?
Dan.6.21	Daniel sayde vnto the kinge. O kyng, God saue thy lyfe for euer.
Dan.6.22	My God hath sent his angell which hath shut the lyons mouthes, so that they might not hurte me. For why? mine vngyltynesse is founde out before hym. And as for the, O kynge, I neuer offended the.
Dan.6.23	Then was the kynge exceadinge glad, Ꟶ commaunded to take Daniel out of the denne, So Daniel was brought out of the denne, and no maner of hurte was founde vpon him. For he put hys trust in hys God.
Dan.6.24	And as for those men which had accused Daniel, the kyng, commaunded to brynge them, and to cast them in the Lyons denne: them, theyr chyldren and theyr wyues. So the Lyons had the mastry of them, and brake all theyr bones asonder, or euer they came at the grounde.
Dan.6.25	After thys, wrote kynge Darius vnto all people, kynreddes, and tunges, that dwelt in all landes: peace be multiplyed with you.
Dan.6.26	My commaundement is, in all my dominyon and kyngdome, that men feare and stande in awe of Daniels God. For he is the lyuynge God, which abydeth euer: hys kyngdome shall not fayle, and his power is euerlastinge.
Dan.6.27	It is he that delyuereth, and saueth: he doth wonders and maruelous worckes, in heauen and in earth: he hath preserued Daniel from the power of the Lyons.
Dan.6.28	This Daniel prospered in the reygne of Darius and Cyrus of Persia.
Dan.7.1	In the fyrst yeare of Balthazar kyng of Babylon; sawe Daniel a dreame, and a visyon was in hys heade vpon hys bedde. Which dreame he wrote, and the summe of the matter is thys.
Dan.7.2	Daniel spake and sayde: I sawe in my visyon by nyght, and beholde: the foure wyndes of the heauen stroue vpon the see,
Dan.7.3	and foure greate beastes came vp from the see, one vnlyke another.
Dan.7.4	The fyrst was as a lyon, and yet had he Aegles wynges. I sawe, that his wynges were plucte from hym, and he taken awaye from the earth: that he stode vpon hys fete as a man, and that there was geuen him a mans herte.
Dan.7.5	Beholde, the seconde beast was lyke a beare, Ꟶ stode vpon the one syde. Among his teeth in his mouth he had .iii. greate longe teeth, Ꟶ it was sayde vnto him. Aryse, eate vp, moch flesh.
Dan.7.6	Then I loked, and beholde, there was another lyke vnto a leoparde, this had wynges as a foule, euen foure vpon the backe. Thys beast had foure heades, and there was power geuen hym.
Dan.7.7	After this I sawe in a visyon by nyght, and beholde, the fourth beast was grymme and horrible, and maruelous stronge. It had great yron teeth, it deuoured and destroyed, and stamped the resydue vnder hys fete. It was farre vnlyke the other beastes that were before it: for it had ten hornes, wherof I toke good hede.
Dan.7.8	And beholde, there came vp amonge them, another lytell horne, before whom there were thre of the fyrst hornes pluckte awaye. Beholde, this horne had eyes lyke a man, and a mouth speakynge presumptuous thynges.
Dan.7.9	I loked tyll the seates were prepared, and tyll that olde aged sat him downe. His clothinge was as whyte as snowe, and the hearres of hys head lyke the pure woll. Hys trone was lyke the fyrye flame, and hys wheles as the burning fyre.
Dan.7.10	There drew forth a fyrie streame, and went out from hym. A thousande tymes a thousande serued him .x.M. tymes ten thousande stode before hym. The iudgement was set, and the bokes opened.
Dan.7.11	Then toke I hede there vnto, because of the voyce of the proude wordes, which the horne spake I behelde, tyll the beaste was slayne, and his body destroyed, geuen ouer to be brent in the fyre.
Dan.7.12	As for the power of the other beastes also it was taken awaye, but theyr lyues were prolonged for a tyme and season.
Dan.7.13	I sawe in a visyon by nyght, and beholde, there came one in the cloudes of heauen lyke the sonne of a man, which wente vnto the olde aged, before whom they brought him.
Dan.7.14	Then gaue he him power Ꟶ dignite regall, that all people, trybes and tunges shulde serue him. His power is an euerlastinge power, which shall neuer be put downe: Ꟶ his kyngdome endureth uncorrupte.
Dan.7.15	My herte was vexed, Ꟶ I Daniel had a troubled sprete within me. Ꟶ the visyons of my head made me afrayed:
Dan.7.16	tyll I gat me vnto one of them that stode by, to knowe the trueth, concernynge all these thinges. So he tolde me, and made me vnderstande the interpretacyon of the thynges.
Dan.7.17	These foure great beastes, are foure kynges which shall aryse out of the earth.
Dan.7.18	These shall take in the kyngdome of the saynctes of the most hyest, and possesse it styll more Ꟶ more for a longe season.
Dan.7.19	After thys I requyred diligently to knowe the trueth, concerning the fourth beast, which was so farre vnlyke the other beastes, and so horrible: whose teeth were of yron, and his nayles of brasse: which deuoured and destroyed and stamped the resydue vnder his fete.
Dan.7.20	I desyred, also to knowe the trueth, as touchynge the ten hornes that he had vpon his heade, and thys other which came vp afterwarde, before whose face there fell downe thre, which horne had eyes and a mouth that spake presumptuous thinges, and loked with a grymmer visage then hys felowes.
Dan.7.21	I behelde, and the same horne made battayll agaynst the saynctes, yee and gat the victory of them,
Dan.7.22	vntyll the tyme that the olde aged came, that the iudgement was geuen to the chefest saintes: and tyll the tyme that the sayntes had the kyngdome in possessyon.
Dan.7.23	He gaue me thys answere. That fourth beaste shalbe the fourth kyngdome vpon earth: it shalbe more then all other kyngdomes, it shall deuoure, treade downe, and destroye all other landes.
Dan.7.24	The ten hornes, are ten kynges, that shall aryse out of the kyngdome, after whom there shall stande vp another, which shalbe greater then the fyrst.
Dan.7.25	He shall subdue thre kynges, Ꟶ shall speake wordes agaynst the hyest of all: he shall destroye the sayntes of the most hyest, and thyncke, that he maye chaunge tymes and lawes. They shalbe geuen vnder hys power, vntyll a tyme, two tymes, Ꟶ halfe a tyme.
Dan.7.26	But the iudgement shalbe kepte, so that hys power shalbe taken from him, for he shall be destroyed, and peryssh at the last.
Dan.7.27	As for the kyngdome, power and all might that is vnder the heauen: it shalbe geuen to the holy people of the moost hyest, whose kyngdome is euerlastynge: yee, all powers shall serue and obeye hym.
Dan.7.28	Thus farre extende the wordes. Neuertheles, I Daniel was so vexed in my thoughtes, that my countenaunce chaunged but the wordes I kepte styll in my herte.
Dan.8.1	In the thyrde yeare of the raygne of kynge Balthazar, there appeared a visyon vnto me Daniel, after that I had sene the fyrst.
Dan.8.2	I sawe in a visyon (and when I sawe it, I was at Susis in the chefe cyte, which lyeth in the lande of Elam) and in the vision, me thought I was by the ryuer of Ulai.
Dan.8.3	Then I loked vp, Ꟶ sawe: Ꟶ beholde there stode before the ryuer, a ramme, which had two hornes: and these two hornes were hye, but one was hyer then another, Ꟶ the hyest came vp behinde.
Dan.8.4	I sawe that this ramme pushed with his hornes, agaynst the west, agaynst the north, Ꟶ agaynst the south: so that no beastes might stande before him, ner defende them from his power: but he dyd as hym lysted, and waxed greatly.
Dan.8.5	I toke hede vnto thys, Ꟶ then came there an he goate from the west ouer the whole earth, and touched not the grounde. Thys goate had a maruelous wrethen horne betwixte his eyes,
Dan.8.6	Ꟶ came vnto the ramme, that had the two hornes (whom I had sene afore by the ryuer syde) and ranne fearcely vpon him with his might.
Dan.8.7	I sawe him drawe nye vnto the ramme, beinge very fearce vpon hym: yee, he gaue hym soche a stroke, that he brake his two hornes. Nether had the ramme so moch strength as to stande before him: but he cast hym downe, troade hym vnder hys fete: Ꟶ no man was able to delyuer the ramme out of hys power.
Dan.8.8	The goate waxed exceadinge greate, and when he was at the strongest, his great, horne was broken also. Then grewe there other foure soch lyke in the steade, toward the .iiii. wyndes of the heauen.
Dan.8.9	Yee, out of one of the leest of these hornes, there came vp yet another horne, which waxed maruelous greate: towarde the south, towarde the east, and towarde the fayre pleasaunt lande.
Dan.8.10	It grewe vp to the hoost of heauen, wherof it dyd cast some downe to the grounde, and of the starres also, and trode them vnder fete.
Dan.8.11	Yee, it grewe vp vnto the prynce of the hoost, from whom the daylye offerynge was taken, and the place of hys Sanctuary casten downe.
Dan.8.12	And a certayne season was geuen vnto it, agaynst the daylye offeringe (because of wyckednesse) that it myght cast downe the veryte to the grounde, and so to prospere in all thynges, that it wente aboute.
Dan.8.13	Upon this I hearde one of the sainctes speakynge, which saynte sayde vnto one that asked this question. Howe longe shall this visyon of the daylye sacrifyce and of the wastinge abhominacyon endure: that the Sanctuary and the power shall so be troden vnder fote?
Dan.8.14	And he answered him: Unto the euenynge Ꟶ the mornynge, euen two thousande and thre hundreth dayes: then shall the Sanctuary be clensed agayne.
Dan.8.15	Nowe when I Daniel had sene this vision: and sought for the vnderstandynge of it: beholde, there stode before me a thinge like vnto a man.
Dan.8.16	And I herde a mans voyce in the riuer of Ulay, which cryed, and sayd: O Gabriel, make this man vnderstande the visyon.
Dan.8.17	So he came, and stode by me. But I was afrayed at hys commynge, and fell downe vpon my face. Then sayde he vnto me, O thou sonne of man, marcke well, for in the last tyme shall this vision be fulfylled.
Dan.8.18	Now as he was speakynge vnto me, I waxed faynte, so that I suncke downe to the grounde. But he toke holde vpon me, and sett me vp agayne,
Dan.8.19	sayinge: Beholde, I will shewe the, what shall happen in the last wrath: for in the tyme appoynted it shalbe fulfylled.
Dan.8.20	The ramme which thou sawest with the two hornes, is the kynge of the Medes and Perses:
Dan.8.21	but the goate is the kynge of Greke lande: the greate horne that stode betwyxte hys eyes, that is the principall kynge.
Dan.8.22	But where as it brake, and foure other rose vp in the steade: it signifyeth, that out of this people shall stande vp foure kyngdomes, but not so myghtye as it.
Dan.8.23	After these kyngdomes (whyle vngodlynesse is a growinge) there shall aryse a kyng of an vnshamefast face, whych shalbe wyse in darcke speakynges.
Dan.8.24	He shalbe myghtye and stronge, but not in his awne strength. He shall destroye aboue measure, and all that he goeth aboute shall prospere: he shall slaye the stronge and holy people.
Dan.8.25	And thorowe hys craftynes, falshed shall prospere in hys hande, hys herte shalbe proude, and many one shall he put to death in his welthynesse. He shall stande vp agaynst the Prynce of Prynces, but he shalbe destroyed wythout hande.
Dan.8.26	And thys visyon that is shewed vnto the, is as sure as the euenynge and the mornynge. Therfore wryte thou vp thys syght, for it wylbe longe or it come to passe.
Dan.8.27	Upon this was I daniel very faynte, so that I laye sycke certayne dayes: but when I rose vp, I wente aboute the kynges busynesse, and marueled at the visyon, neuerthelesse no man knewe of it.
Dan.9.1	In the fyrst yeare of Darius the sonne of Ahasuerus, whych was of the sede of the Medes, and was made kynge ouer the realme of the Caldees:
Dan.9.2	yee, euen in the fyrst yeare of his raygne, I Daniel desyred to knowe the yearly nombre out of the bokes, wherof the Lorde spake vnto Ieremy the Prophete: that Ierusalem shulde lye waste .lxx. yeares:
Dan.9.3	and I turned me vnto God the Lorde, for to praye and make myne intercession, with fastynge, sacke clothe Ꟶ ashes,
Dan.9.4	I prayed before the Lord my God, and knowledged, sayinge. O Lorde, thou greate and fearfull God, thou that kepest couenaunt and mercy wyth them, which loue the, and do thy commaundementes.
Dan.9.5	We haue synned, we haue offended, we haue bene disobedient and gone back: yee, we haue departed from all thy preceptes and iudgementes.
Dan.9.6	We wolde neuer folowe thy seruauntes the Prophetes that spake in thy name to oure kynges and princes, to oure forefathers, and to all the people of the lande.
Dan.9.7	O Lord, righteousnesse belongeth vnto the, vnto us pertayneth nothynge but open shame: as it is come to passe thys daye vnto euery man of Iuda, and to them that dwell at Ierusalem. Yee, vnto all Israel, whether they be farre or nye: thorowe out all landes: wherin thou hast strowed them, because of the offences, that they had done agaynst the.
Dan.9.8	Yee, O Lorde, vnto vs, to oure kynges Ꟶ princes, to oure forefathers: euen to vs all, that haue offended the belongeth open shame.
Dan.9.9	But vnto the, O Lorde oure God, pertayneth mercy and forgeuenesse. As for vs, we are gone backe from hym,
Dan.9.10	and haue not obeyed the voyce of the Lorde oure God, to walke in hys lawes, whych he layed before vs by hys seruauntes the Prophetes:
Dan.9.11	yee all Israel haue transgressed, and gone backe from thy lawe, so that they haue not herckened vnto thy voyce. Wherfore, the curse Ꟶ othe that is written in the lawe of Moses the seruaunt of God (agaynst whom we haue offended) is poured vpon vs.
Dan.9.12	And he hath perfourmed his wordes, whych he spake agaynst vs, Ꟶ agaynst oure iudges that iudged vs: to brynge vpon vs soch a greate plage, as neuer was vnder heauen, lyke as it is nowe come to passe in Ierusalem.
Dan.9.13	Yee, all this plage, as it is wrytten in the lawe of Moses, is come vpon vs. Yet made we not oure prayer before the Lorde oure God, that we myght turne agayne from oure wickednesse, Ꟶ to be learned in thy verite.
Dan.9.14	Therfore hath the Lorde made haste, to brynge this plage vpon vs, for the Lorde our God is ryghteous, in all his workes whych he doth: for why? We wolde not herken vnto hys voyce.
Dan.9.15	And nowe, O Lorde oure God thou that with a myghtie hande hast brought thy people out of Egypte, to get thy selfe a name which remayneth this daye: we haue synned
Dan.9.16	O Lorde, Ꟶ done wyckedly agaynst all thy ryghteousnes: yet let thy wrothfull displeasure be turned awaye (I beseche the) from thy cyte Ierusalem thy holy hyll. And why? for oure synnes sake, and for the wykednesse of oure forefathers is Ierusalem Ꟶ thy people abhorred, of all them that are aboute vs:
Dan.9.17	Now therfore, O our God, heare the prayer of thy seruaunt, and hys intercessyon. O let thy face shyne ouer thy Sanctuary, that lyeth waste:
Dan.9.18	for the Lordes sake. O my God, enclyne thyne eare, and herken (at the leest for thyne awne sake) open thyne eyes: beholde howe we be desolated, yee, and the cytie also, whych is called after thy name: for we do not cast oure prayers before the in oure awne ryghteousnes, no: but onely in thy great mercyes:
Dan.9.19	O Lorde, heare: O forgeue Lorde, O Lorde consydre, tarye not ouer longe: but for thyne awne sake do it. O my God: for thy cyte and thy people is called after thy name.
Dan.9.20	As I was yet speakynge at my prayers, knowledgynge myne awne synnes, and the synnes of my people, makynge so myne intercessyon before the Lorde my God, for the holy hylles sake of my God:
Dan.9.21	yee, whyle I was yet speakynge in my prayer, beholde, the man Gabriel. (whom I had sene afore in the visyon) came flyinge to me, and touched me aboute the offering tyme in the euenynge.
Dan.9.22	He infourmed me, Ꟶ spake vnto me: O Daniel sayde he, I am nowe come to make the vnderstande it.
Dan.9.23	For as soone as thou begannest to make thy prayer, it was so diuised, Ꟶ therfore am I come to shewe the. And why? For thou art a man greatly beloued. Wherfore, pondre the matter well, that thou mayest learne, to vnderstande the visyon.
Dan.9.24	.Lxx. wekes are determed ouer thy people, and ouer the holy cytie: that the wyckednes maye be consumed, that the synne may haue an ende, that the offence maye be reconciled, and to brynge in euerlastinge ryghteousnesse, to fulfyll the visyons and the prophetes, and to anoynte the moost holy one.
Dan.9.25	Understande this then, and marcke it well: that from the tyme it shalbe concluded to go and repayre Ierusalem agayne, vnto Christ (or the anoynted) prince: there shalbe seuen wekes: Then shall the stretes and walles be buylded agayne .lxij. wekes, but with harde troublous tyme.
Dan.9.26	After these .lxij. wekes, shall Christ be slayne, and they shall haue no pleasure in hym. Then shall there come a people with the Prince, and destroye the cyte Ꟶ the Sanctuary: and hys ende shall come as the water floude. But the desolacyon shall contynue tyll the ende of the battell.
Dan.9.27	He shall make a stronge bonde with many, for the space of a weke: Ꟶ when the weke is halfe gone, he shall put downe the slayne and meatoffringe. And in the temple there shalbe an abhominable desolacyon, tyll it haue destroyed all. And it is concluded, that this wastynge shall contynue vnto the ende.
Dan.10.1	In the thyrde yeare of kynge Cirus of Persia, there was shewed vnto Daniel (other wyse called Balthasar) a matter, yee, a true matter, but it is yet a longe tyme vnto it. He vnderstode the matter well, and perceaued what the visyon was.
Dan.10.2	At the same tyme, I Daniel mourned for the space of thre wekes,
Dan.10.3	so that I had no lust to eate bread: as for fleshe and wyne there came none wythin my mouth: No, I dyd not once anoynte my self, tyl the wole thre wekes were out.
Dan.10.4	Upon the .xxiiij. daye of the first moneth, I was by the greate floude, called Tygris
Dan.10.5	I lyft vp myne eyes, and loked: and beholde, a man clothed in lynen, whose loynes were gyrded vp with fyne golde of Araby:
Dan.10.6	his body was lyke the Chrysolite stone, hys face (to loke vpon) was lyke lyghtenynge, hys eyes as the flame of fyre, hys armes and fete were lyke fayre glysterynge metall, but the voyce of his wordes was lyke the voyce of a multitude.
Dan.10.7	I Daniel alone sawe thys visyon the men that were wyth me, sawe it not: but a greate fearfulnesse fell vpon them, so that they fled awaye, and hyd them selues.
Dan.10.8	I was left there my selfe alone, and sawe this great visyon, so longe tyll there remayned nomore strength wythin me: yee, I lost my coloure clene, I wasted awaye, and my strength was gone.
Dan.10.9	Yet hearde I the voyce of hys wordes: and as soone as I hearde it, fayntnesse came vpon me; and I fell downe flat to the grounde vpon my face.
Dan.10.10	And behold, an hande touched me, whych set me vp vpon my knees Ꟶ vpon the palmes of my handes,
Dan.10.11	sayinge vnto me. O Daniel, thou well beloued man: take good hede of the wordes, that I shall saye vnto the, and stande ryght vp, for vnto the am I nowe sent. And when he had sayde these wordes, I stode vp tremblynge.
Dan.10.12	Then sayde he vnto me: feare not Daniel: for why, sence the fyrst daye that thou set thyne herte to vnderstande, and dydest chasten thy selfe before thy God: thy wordes haue bene herde. And I had come vnto the. When thou begannest to speake
Dan.10.13	had not the prynce ouer the kyngdom of the Perses wythstande me .xxj. dayes. But lo, Michael one of the chefe prynces, came to helpe and I was left to contynue ther with the kinges of Persia,
Dan.10.14	Ꟶ am come to shewe the, what shall happen vnto thy people in the latter dayes. For it wylbe longe yet or the visyon be fulfylled.
Dan.10.15	Nowe when he had spoken these wordes vnto me, I cast downe my head to the grounde and helde my tunge.
Dan.10.16	Beholde, there touched my lyppes one very lyke vnto a man. Then opened I my mouth, and sayde vnto him, that stode before me, O my Lorde, my ioyntes are lowsed in the visyon, and there is nomore strength within me.
Dan.10.17	Howe may my Lordes seruaunt then talke wyth my Lord? seynge there is no strength in me, so that I cannot take my breth?
Dan.10.18	Upon this there touched me agayne, one moch lyke a man and conforted me,
Dan.10.19	sayinge. O thou man so well beloued, feare not: be content, take a good hert vnto the, and be stronge. So when he had spoken vnto me, I recouered, and sayde. Speake on my Lord, for thou hast refreshed me.
Dan.10.20	Then sayd he: knowest thou wherfore I am come vnto the? nowe wyll I go agayne to fyght wyth the prince of the Perses. As soone as I go forth, lo, the prince of Grekelande shall come.
Dan.10.21	Neuertheles, I wyll shewe the that thynge, that is fast noted in the scrypture of trueth. And as for all yonder matters, there is none that helpeth me in them, but Michael youre prynce.
Dan.11.1	And in the fyrst yeare of Darius of Media, I stode by hym, to comforte him, and to strength hym,
Dan.11.2	Ꟶ nowe wyll I shewe the trueth. Beholde, there shall stande vp yet thre kynges in Persia, but the fourth shalbe farre rycher then they all. And when he is in the chefest power of hys ryches, he shall prouoke euery man agaynst the realme of Grekelande.
Dan.11.3	Then shall there aryse yet a myghtye kynge, that shall rule wyth greate dominion, and do what hym lyst.
Dan.11.4	And as soone as hys kyngdome cometh vp, it shalbe destroyed, and deuyded towarde the foure wyndes of the heauen. They that come after hym, shall not haue soche power Ꟶ dominyon as he: but hys kyngdome shalbe scatred, yee, euen amonge other then those.
Dan.11.5	And the kyng of the south shalbe myghtyer, then his other princes. And one shall be stronger then he, Ꟶ shall rule hys dominyon wyth greate power.
Dan.11.6	And in the ende of yeares they shalbe ioyned together, and the kynges daughter of the southe shall come to the kynge of the North, for to make frendshyppe, but she shall not optayne the power of that arme, nether shall she be able to endure thorowe his myght: but she, and soch as brought her (yee and he that begat her, and conforted her for hys tyme) shalbe delyuered vp.
Dan.11.7	Out of the braunches of her rote, there shall one stande vp in hys steade: whych with power of armes shall go thorowe the kynges lande of the north, and handle hym accordynge to hys strength. As for their Idols and princes, with their costly Iewels of golde and syluer,
Dan.11.8	he shall cary them awaye captyues into Egypte, and he shall reygne more yeares then the kynge of the north.
Dan.11.9	And when he is come into the kynges realme of the south, he shalbe fayne to turne agayne into hys awne lande.
Dan.11.10	Wherfore hys sonnes shalbe displeased, Ꟶ shall gather together a myghtye greate hoost of people: and one of them shall come, and go thorowe lyke a water flowde: then shall he returne, and go forthwith defyinge and boastynge vnto his awne lande.
Dan.11.11	Then the kynge of the south shalbe angry and shall come forth to fight against the kynge of the north: yee, he shall brynge a greate multitude of people together, and a greate heape shalbe geuen into his hande:
Dan.11.12	these shall he cary awaye wyth greate pryde, for so moche as he hath cast downe so many thousandes, neuertheles, he shall not preuayle.
Dan.11.13	For the kyng of the north shall gather (of the new) a greater heape of people then afore, and come forth (after a certayne tyme Ꟶ yeares) wyth a myghtye hooste and exceadynge greate good.
Dan.11.14	At the same tyme there shall many stande vp agaynst the kynge of the south, so that the wycked chyldren of thy people also shall exalte them selues (to fulfyll the vision) Ꟶ then fall.
Dan.11.15	So the kinge of the north shall come to laye sege, and to take the strong fensed cyties: And the power of them of the south shall not be able to abyde him, and the best men of the people shall not be so strong, as to resyst hym.
Dan.11.16	Shortely, when he commeth, he shall handle hym as he lyst, Ꟶ no man shalbe so hardy as to stande agaynst hym. He shall stande in the pleasaunt countre, whych thorowe him shalbe destroyed.
Dan.11.17	He shall set hys face wyth all hys power to optayne hys kyngdom, and to be lyke it. Yee, that shall he do, and geue him vnto the daughters amonge wemen, to destroye hym. But he shall fayle, nether shall he optayne hys purpose.
Dan.11.18	After thys shall he set hys face vnto the. Iles and take many of them. A prince shall stoppe hym, to do him a shame, besyde the confusyon that els shall come vnto him.
Dan.11.19	Thus shall he tourne agayne to hys awne lande, stomble and fall, and be nomore founde:
Dan.11.20	so be that came vpon hym Ꟶ dyd hym violence, shall stande in hys place, haue a pleasaunt kyngdome: and after fewe dayes he shalbe destroyed, Ꟶ that nether in wrath, ner in battell.
Dan.11.21	In hys steade there shall aryse a vyle person, not holden worthy of a kynges dignytie: this shall come in peaceably, and optayne the kyngdome wyth fayre wordes:
Dan.11.22	he shall fyght agaynst the armes of the myghtye (and destroye them) yee, and agaynst the prince of the couenaunt.
Dan.11.23	So after that he hath taken truce wyth him, he shall handle disceatfully: that he maye get vp, and ouercome hym with a small flocke:
Dan.11.24	and so with craftynesse to get him to the fattest place of the lande, and to deale otherwyse, then ether his fathers or graundfathers dyd. For he shall destroye the thynge, that they had robbed Ꟶ spoyled, yee, and all theyr substaunce: ymagenynge thoughtes agaynst the stronge holdes, and that for a tyme.
Dan.11.25	Hys power and herte shalbe sterred vp wyth a greate armye agaynst the kinge of the south where thorowe the kynge of the south shalbe moued then vnto battell, with a greate Ꟶ myghtye hoost also. Neuerthelesse, he shall not be able to stande, for they shall conspyre against him.
Dan.11.26	Yee, they that eate of his meate shall hurte hym: so that his hoost shall fall, Ꟶ many be slayne downe.
Dan.11.27	These two kynges shalbe mynded to do myschefe, and talke of disceate at one table: but they shall not prospere, for why, the ende shall not come yet, vnto the tyme apoynted
Dan.11.28	Then shall he go home agayne into hys awne lande with great good, and set his hert agaynst the holy couenaunt, he shalbe busye agaynst it, and then returne home.
Dan.11.29	At the time apoynted he shall come agayne, and go towarde the south. So shall it happen otherwyse then at the fyrst, yet ones agayne.
Dan.11.30	And why? the shyppes with Italyans shall come vpon him, that he may be smytten and turne agayne: that he may take indignacion against the couenaunt of holynesse, to medle agaynst it. Yee, he shall turne him, and drawe soch vnto him, as leaue the holy couenaunt.
Dan.11.31	He shall set myghtye men to vnhalowe the Sanctuary of strength, to put downe the daylye offeringe, and to set vp the abhominable desolacyon.
Dan.11.32	And soch as breake the couenaunt shall he flatter wyth fayre wordes. But the people that wyll knowe their God, shall haue the ouerhande and prospere.
Dan.11.33	Those also that haue vnderstandinge among the people shall enfourme the multitude: and for a longe season, they shalbe persecuted wyth swearde, with fyre, wyth captiuite Ꟶ wyth the takynge awaye of theyr goodes.
Dan.11.34	Nowe when they fall, they shalbe sett vp wyth a lytle helpe: but many shall cleue vnto them faynedly.
Dan.11.35	Yee some of those which haue vnderstandyng shall be persecuted also, that they may be tryed, purifyed and clensed, tyll the tyme be out: for there is yet another time appoynted.
Dan.11.36	The kynge shall do what hym lyst he shall exalte and magnifye him selfe agaynst all that is God. Yee, he shall speake maruelous thinges agaynst the God of all goddes wherin he shall prospere, so longe tyll the wrath be fulfylled, for the conclusyon is deuised alredy.
Dan.11.37	He shall not regarde the God of hys fathers, but his lust shall be vpon wemen. Yee, he shall not care for eny God, for he shall magnifye him selfe aboue all.
Dan.11.38	In hys place shall he worshype the myghtie stoute God: and the God whom his fathers knewe not, shall be honoure with golde and syluer, with precious stones and pleasaunt Iewels.
Dan.11.39	This shall he do, thorowe hys stronge fensed places, settinge vpe hys straunge God whom he confessith and encreasinge his glorye. Soche as will receaue hym, Ꟶ take hym for God, he shall geue them greate worshyppe and power: yee, and make them Lordes of the multitude, and geue them the lande with rewardes.
Dan.11.40	In the latter tyme shall the kynge of the south stryue wyth him: and the kynge of the north in lyke maner shall come against him with charettes, horsmen and wt a greate nauy of shyppes. He shall come into the landes, destroye and go thorowe:
Dan.11.41	he shall entre also into the fayre pleasaunt lande: Many cyties and countres shall decaye excepte Edom, Moab and the best of the chyldren of Ammon, whych shall escape from hys hande.
Dan.11.42	He shall stretch forth his handes vpon the countrees, Ꟶ the lande of Egypte shall not escape hym.
Dan.11.43	For thorowe his goynge in, he shall haue dominion ouer the treasures of syluer and golde, and ouer all the precious Iewels of Egypt, Libia and Ethiopia.
Dan.11.44	Neuerthelesse, the tydynges out of the East and the north shall trouble him, for the whych cause he shall goo forth to destroye and rote owte a greate multitude.
Dan.11.45	The tentes of hys palace shall be pytched betwyxte the two sees, vpon the hyll of the noble Sanctuary, for he shall come to his dethe, and then shall no man helpe hym.
Dan.12.1	The tyme wyll come also, that the great prince Michael, which standeth on thy peoples side, shal aryse vp, for there shall come a tyme of trouble, soch as neuer was, sens there began to be eny people, vnto that same tyme. Then shall thy people be delyuered, yee, all those that be founde wrytten in the boke.
Dan.12.2	Many of them that slepe in the dust of the earth, shall awake: some to the euerlastynge lyfe, some to perpetuall shame Ꟶ reprofe.
Dan.12.3	The wyse (soch as haue taught other) shall glyster, as the shynynge of heauen: and those that haue instructe the multitude vnto godlynesse, shalbe as the starres, worlde without ende.
Dan.12.4	And thou O Daniel, shut vp these wordes, and seale the boke tyll the last time Many shall go aboute here and there, and then shall knowledge increase.
