Zech.14.3	After that shall the Lorde go forth to fight agaynst those Heathen, as men vse to fyght in the daye of battel.
Zech.14.4	Then shall his fete stand vpon the mount olyuete, that lyeth vpon the east syde of Ierusalem. And the mount olyuete shall cleue in two, eastwarde and westwarde, so that there shalbe a great valley, and the halfe mount shall remoue towarde the north, Ꟶ the other towarde the south.
Zech.14.5	And ye shall fle vnto the valley of my hylles, for the valley of the hylles shall reach vnto Asal. Yee, fle shall ye lyke as ye fled for the earthquake in the dayes of Osiah kynge of Iuda. And the Lord my God shal come, Ꟶ al saintes wt him.
Zech.14.6	In that daye shal it not be lyghte, other cleare or dymme.
Zech.14.7	This shalbe that speciall daye whiche is knowne vnto the Lord; nether day ner nyght but about the euenyng tyme it shalbe light.
Zech.14.8	In that tyme shall there waters of lyfe runne out from Ierusalem: the halfe potte of them towarde the east see, and the other halfe towarde the vttermost see, and shall continue both somer and wynter.
Zech.14.9	And the Lorde hym selfe shalbe kynge ouer all the earth. At that tyme shall there be one Lord onely, Ꟶ his name shalbe but one.
Zech.14.10	Men shall go about the whole erth, as vpon a felde: from Gibea to Rennon, Ꟶ from the south to Ierusalem. She shalbe set vp, Ꟶ inhabited in her place: from BenIamyns porte, vnto the place of the fyrst porte, Ꟶ vnto the corner porte: Ꟶ from the tower of Hananeell, vnto the kinges wyne presses.
Zech.14.11	There shal men dwel, Ꟶ there shalbe no more cursinge, but Ierusalem shalbe safely inhabited.
Zech.14.12	This shalbe the plage, wherwith the Lorde will smyte all pleople, that haue fought agaynst Ierusalem. Namely, their flesh shall cosume awaye, though they stande vpon their fete, their eyes shalbe corrupt in their holes and their tunge shal consume in their mouth.
Zech.14.13	In that daye shall the Lorde make a great sedicion amonge them, so that one man shall take another by the hande, Ꟶ laye his handes vpon the handes of his neyghboure.
Zech.14.14	Iuda shall fyght also against Ierusalem, Ꟶ the goodes of all the Heathen shalbe gathered together round aboute: golde Ꟶ syluer Ꟶ a very great multitude of clothes.
Zech.14.15	And so shall this plage goo ouer horsses, mules, camels, asses, Ꟶ all the beastes that shalbe in the host, lyke as yonder plage was.
Zech.14.16	Euery one that remayneth then of all the people, which cam agaynst Ierusalem, shall go vp yerly, to worshyppe the kynge (euen the Lorde of hostes) and to kepe the feast of tabernacles.
Zech.14.17	And loke what generacion vpon the earth goeth vp to Ierusalem for to worshyp the kynge (euen the Lorde of hostes) vpon the same shall come no rayne.
Zech.14.18	Yf the kynred of Egypte go not vp, Ꟶ come not, it shall not rayne vpon them nether. This shalbe the plage wher wt the Lorde wil smyte all the Heathen, that come not vp to kepe the feast of tabernacles:
Zech.14.19	yee, this shalbe the synne plage of Egipt Ꟶ the sinne plage of al people that go not vp to kepe the feast of tabernacles.
Zech.14.20	At that tyme shall the rydyng gere of the horses be holy vnto the Lorde, Ꟶ the kettels in the Lordes house shall be lyke the basens before the aulter:
Zech.14.21	yee, al the kettels in Ierusalem and Iuda, shalbe holy vnto the Lorde of hostes: and all they that slaye offeringes, shall come Ꟶ take of them, Ꟶ dyght them there in. And at that tyme there shall be no mo Cananites in the house of the Lorde.
Zech.0.0	¶ The ende of the Prophecye of zachary.
