Ezra.8.26	And I weyed vnto their hande sixe hundred Ꟶ fyftie talentes of syluer, Ꟶ in syluer vessel an hundred talentes, Ꟶ in golde an hundred talentes:
Ezra.8.27	twentie basens of golde of a thousande peces, and two costly ornamentes of good brasse, as cleare as golde:
Ezra.8.28	and I sayde vnto them: Ye are consecrate vnto the Lorde, lyke as the vessels are holy also, and the golde and syluer are geuen of a good wyll vnto the Lorde God of youre fathers.
Ezra.8.29	Watch ye, and kepe it: for ye shall weye it downe before the chefe preastes and Leuites, and auncient fathers of Israel at Ierusalem in the treasuries of the house of the Lord.
Ezra.8.30	Then toke the preastes and Leuites that weyed syluer and golde and vessel, to bringe it to Ierusalem, vnto the house of oure God.
Ezra.8.31	And we brake vp, from the water of Ahaua on the twelueth daye of the fyrst moneth, to go vnto Ierusalem: and the hande of oure God was vpon vs, and deliuered vs from the hande of the enemies, and of soch as layde wayte for vs by the waye.
Ezra.8.32	And we came to Ierusalem, and abode there thre dayes.
Ezra.8.33	But on the fourth daye was the syluer and golde and vessell weyed in the house of oure God, by the hande of Meremoth the sonne of Uria the preaste, and with hym was Eleazar the sonne of Phinehes, Ꟶ with them was Iosabad the sonne of Iesua, and Noadia the sonne of Benoi the Leuites.
Ezra.8.34	According to the nombre and weyght of euery one, was the weyght all wrytten vp at the same tyme.
Ezra.8.35	And the children of the captiuite, which were come out of preson, offered burntofferynges vnto the God of Israel: twelue bullockes for all Israell, syxe and nynetye rammes, seuen and seuentie lambes, twelue hegoates for a synofferynge, all to the burntofferynge of the Lorde.
Ezra.8.36	And they delyuered the kynges commission vnto the kynges officers, Ꟶ to the capitaynes that were on thys syde the water. And they promoted the people and the house of God.
Ezra.9.1	When these thynges were done, the rulers came to me, and sayde. The people of Israel, and the preastes, and Leuites are not separated from the people of the landes (as touchynge their abhominacyons) namely of the Cananites, Hethites, Pheresites, Iebusites, Ammonites, Moabites, Egypcians, and Amorites.
Ezra.9.2	For they haue taken the daughters of the same to them selues and to their sonnes, and the holy sede is mixte with the nacions in the lande: and the hande of the princes Ꟶ rulers hath bene principall in this trespace.
Ezra.9.3	And when I hearde this saying, I rente my clothes and my rayment, and pluckte of the heer of my heade, and of my beerd, and sate mourninge.
Ezra.9.4	And there resorted vnto me all soch as feared the wordes of the Lorde God of Israel, because of the transgression of the people of the captiuite. And I sate mournynge vntyll the euenynge sacryfice.
Ezra.9.5	And aboute the euenynge sacrifice, I rose vp fro my heuynes, and rente my clothes and my rayment, and fell vpon my knees, and spred out my handes vnto the Lorde my God,
Ezra.9.6	and sayde. My God, I am ashamed, and darre not lyfte vp myne eyes vnto the my God: for oure wyckednesses are growne ouer oure heed, and oure trespace is waxen greate vnto the heauen.
Ezra.9.7	Sence the tyme of oure fathers haue we bene in greate trespace vnto this daye, and because of oure wyckednesses haue we and oure kynges bene deliuered into the hande of the kynges of the nacyons, into the swerde, into captiuite, into shame, and into confusion of face, as it is to se this daye.
Ezra.9.8	And now is there a lytle Ꟶ sodayne graciousnes come from the Lorde oure God, in causynge some of vs to escape, and that he maye geue vs a nayle in hys holy place, and that oure God maye lyghte oure eyes, and geue vs a lytle lyfe to take breth in oure bondage.
Ezra.9.9	For we are bondmen, Ꟶ oure God hath not forsaken vs in oure bondage, and hath enclyned mercy vnto vs in the syghte of the kynges of Persia, to geue vs lyfe, to sett vp the house of oure God, and to redresse the desolacion therof, and to geue vs a wall in Iuda and Ierusalem.
Ezra.9.10	And now, O oure God, what shall we saye after this? for we haue forsaken thy commaundementes,
Ezra.9.11	whych thou hast commaunded by thy seruauntes the prophetes, sayeng: The lande vnto which ye go to possesse, it is an vncleane land, because of the fylthynes of the people of the landes, whych with theyr abhominacions haue made it full of vncleanesse on euery syde.
Ezra.9.12	Therfore shall ye not geue youre daughters vnto their sonnes, and their daughters shall ye not take vnto your sonnes, ner seke their peace Ꟶ welth for euer, that ye maye be strong, Ꟶ enioye the good in the land, Ꟶ that ye Ꟶ youre chyldren maye haue the enheritaunce of it for euermore.
Ezra.9.13	And after that all these thinges are come vpon vs (because of oure euell dedes Ꟶ greate trespaces) thou oure God hast thrust downe oure wickednesses, Ꟶ hast geuen vs a delyueraunce,
Ezra.9.14	And yf we turne backe agayne, to let go thy commaundementes, and make contracte with the people of these abhominacions, wilt thou not then be wroth at vs (Ꟶ not without cause) tyl we be vtterly consumed, so that nothyng remayne, and tyll there be no delyueraunce?
Ezra.9.15	O Lord God of Israel, thou art ryghteous, for we remayne yet escaped, at it is to se this daye. Behold also, in thy presence are we in oure trespaces, Ꟶ because of it maye we not stande before the.
Ezra.10.1	And when Esdras prayed after this maner, Ꟶ knowleged, wepte, Ꟶ laye before the house of God, there resorted vnto him out of Israell a very greate congregacyon of men and wemen, and chyldren: Ꟶ the people wepte very sore.
Ezra.10.2	And Sechania the sonne of Iehiel one of the children of Elam, answered, and sayde vnto Esdras. We haue trespaced agaynst oure God, and haue taken straunge wyues of the people of the land. Now there is hope yet in Israel concerning this thyng:
Ezra.10.3	For now we wyll make a couenaunt with oure God, and put awaye all the wyues (and soch as are borne of them) accordinge to the councell of the Lord, and we wylbe in the feare of the commaundementes of oure God, that we maye do accordyng to the lawe.
Ezra.10.4	Get the vp, for thys matter belongeth vnto the. We also wyll be wyth the, be of good conforte therfore, and do it.
Ezra.10.5	Then rose Esdras, and toke an oth of the chefe preastes and Leuites, and of all Israell, that they shulde do accordynge to thys worde: Ꟶ they sware.
Ezra.10.6	And Esdras stode vp from before the house of God, and went into the chamber of Iohanan the sonne of Eliasib. And when he came thither, he dyd eate no bred, nor drancke water: for he mourned because of the transgression of the people that had bene in captyuite.
Ezra.10.7	And they caused a proclamacyon to go thorow out Iuda and Ierusalem, vnto all the chyldren which had bene in captiuyte, that they shuld geather themselues togeather vnto Ierusalem.
Ezra.10.8	And that whosoeuer came not wyth in thre dayes accordyng to the deuyce of the rulers and Elders, all hys substaunce shulde be forfett, and he shulde be put out from the congregacyon of the captyue.
Ezra.10.9	Then all the men of Iuda and Ben Iamin geathered them selues togeather vnto Ierusalem wythin thre dayes, euen the twentie daye of the nyenth moneth: and all the people sate in the strete before the house of God, and trembled because of thys matter, Ꟶ for the rayne.
Ezra.10.10	And Esdras the preaste stode vp, and sayde vnto them. Ye haue transgressed, and haue taken straunge wyues, to make the trespace of Israel yet more:
Ezra.10.11	confesse now therfore vnto the Lorde God of youre fathers, and do hys pleasure, and separate youre selues from the people of the lande, Ꟶ from the straunge wyues.
Ezra.10.12	And all the congregacyon answered, and sayd with a loude voyce: It shalbe so, and we will do as thou hast sayde.
Ezra.10.13	But the people are many, and it is a raynie wether, and the people are to faynt to tarye without in the strete, nether is this a worcke of one daye or two, for we haue offended very sore in this thyng.
Ezra.10.14	Let oure rulers stand therfore in all the congregacyon, and lett all them whych haue taken straunge wyues in oure cyties come at the tyme appoynted, and let the Eldres of euery cytye and theyr Iudges be with them, tyll they haue turned the wrath of oure God awaye from vs concernyng this matter.
Ezra.10.15	Then were appoynted Ionathan the sonne of Asahel, and Iahasia the sonne of Thekua ouer thys matter: And Mosullam and Sabatha the Leuytes helped them.
Ezra.10.16	And the chyldren of the captyuite dyd euen so. And Esdras the preast, and the auncient heades thorow the house of theyr fathers, all men of great fame, separated them selues, and sat them downe on the fyrst daye of the tenth moneth, to examen the matte
Ezra.10.17	And vntyll the fyrst daye of the fyrst moneth they were fynishyng the busynes wyth all the men that had taken straunge wyues.
Ezra.10.18	And amonge the chyldren of the Preastes there were men founde that had taken straunge wyues, namely amonge the chyldren of Iesua the sonne of Iosedec and of hys brethren, Masiah, and Eliezer, Iarib and Gedalia,
Ezra.10.19	and they gaue theyr handes there vpon, that they wolde put awaye their wyues: and for their trespasse offeryng, to geue a ramme for their trespasse.
Ezra.10.20	And among the chyldren in Emer, Honany and zabadia.
Ezra.10.21	Amonge the chyldren of Harim, Maasia, Elia, Someiah, Iehiel, and Usia.
Ezra.10.22	Amonge the chyldren of Phashur, Elioenai, Maasia, Ismael, Nethanel, Iosabad,
Ezra.10.23	Simei and Kelaia (whych same is Kalithah) Pathahiah, Iuda, and Eleazar.
Ezra.10.24	Among the syngers also Eliasib. And amonge the porters Sellum, and Telem and Uri.
Ezra.10.25	And of Israel. Amonge the chyldren of Pharhos, Remia, Iesiah, Malchia, Miamin, Eleazar, Malchia and Banaia.
Ezra.10.26	Amonge the chyldren of Elam, Methania, zachary, Ieheil, Abdi, Ierimoth and Elia.
Ezra.10.27	Amonge the chyldren of zathu, Elioenai, Eliasib, Mathania, Ierimoth, zabad and Aziza.
Ezra.10.28	Amonge the chyldren of Bebai, Iehohanan, Hanania, zabai, and Athalai.
Ezra.10.29	Amonge the chyldren of Beni, Mesulam, Maluc, Adaiah, Iasub, Saal and Ierimoth,
Ezra.10.30	Among the chyldren of the captayne Moab, Adna, Cholal, Benaia, Masia, Mathania, Bezelel, Benui and Manasse.
Ezra.10.31	Among the chyldren of Harim, Eliezer, Iesia, Malchia, Semeia, and Simeon:
Ezra.10.32	Ben Iamin, Malluch and Samaria.
Ezra.10.33	Amonge the chyldren of Hasum, Mathanai, Mathathah, zabad, Eliphelet, Ieremy, Manasse and Simei.
Ezra.10.34	Amonge the chyldren of Bani, Madai, Amram, Huel,
Ezra.10.35	Banea, Cheluhi, Badaiah,
Ezra.10.36	Uaniah, Maremoth, and Eliasib,
Ezra.10.37	Mathania, Mathanai, Iaesai,
Ezra.10.38	Bani, Beni, and Semeiah,
Ezra.10.39	Selemia, Nathan, and Adaia,
Ezra.10.40	Machnadbai, Sasai and Sarai,
Ezra.10.41	Asarel, Selemiahu, Ꟶ Samariah,
Ezra.10.42	Sallum, Amaria, and Ioseph.
Ezra.10.43	Amonge the chyldren of Nebo, Iehiel, Mathathia, zabad, zabina, Iadai, Ioel, and Banaia.
Ezra.10.44	All these had taken straunge wiues. And among the same, there were some, that had chyldren by the wyues.
Ezra.0.0	{¶ The ende of the fyrst booke of Esdras}
